"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,9,,,
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Seated Cable Row - Bar Grip",,"",0,"normal",30,10,,,
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Seated Cable Row - Bar Grip",,"",1,"normal",45,12,,,
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Seated Cable Row - Bar Grip",,"",2,"normal",45,12,,,
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",10,12,,,
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",10,20,,,
"Morning workout ☀️","Jul 15, 2026, 6:38 AM","Jul 15, 2026, 8:29 AM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",50,12,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Squat (Barbell)",,"20kg bar, 40kg",0,"normal",60,8,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Squat (Barbell)",,"20kg bar, 40kg",1,"normal",68,10,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Squat (Barbell)",,"20kg bar, 40kg",2,"normal",60,7,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Leg Extension (Machine)",,"",0,"normal",40,7,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Leg Extension (Machine)",,"",1,"normal",40,8,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Leg Extension (Machine)",,"",2,"normal",40,10,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Leg Press (Machine)",,"",0,"normal",100,7,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Leg Press (Machine)",,"",1,"normal",100,7,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Leg Press (Machine)",,"",2,"normal",100,6,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Lying Leg Curl (Machine)",,"",0,"normal",20,8,,,
"Morning workout ☀️","Jul 13, 2026, 6:54 AM","Jul 13, 2026, 7:37 AM","","Lying Leg Curl (Machine)",,"",1,"normal",20,9,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",70,8,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,8,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",20,12,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",20,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Cable Fly Crossovers",,"",0,"normal",25,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Cable Fly Crossovers",,"",1,"normal",25,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Cable Fly Crossovers",,"",2,"normal",25,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",5,15,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",5,12,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",5,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",5,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",5,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Triceps Pushdown",,"",0,"normal",30,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Triceps Pushdown",,"",1,"normal",40,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Triceps Dip",,"",0,"normal",,10,,,
"Morning workout ☀️","Jul 12, 2026, 10:49 AM","Jul 12, 2026, 12:08 PM","","Triceps Dip",,"",1,"normal",,6,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Cable)",,"",0,"normal",25,6,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Cable)",,"",1,"normal",55,11,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Cable)",,"",2,"normal",55,9,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Cable)",,"",3,"normal",55,12,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12.5,8,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,9,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12.5,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",40,11,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",50,12,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",50,12,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Preacher Curl (Machine)",,"",0,"normal",10,6,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Preacher Curl (Machine)",,"",1,"normal",10,8,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Preacher Curl (Machine)",,"",2,"normal",10,6,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Face Pull",,"",0,"normal",25,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Face Pull",,"",1,"normal",35,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Face Pull",,"",2,"normal",35,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Machine)",,"Single arm",0,"normal",40,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Machine)",,"Single arm",1,"normal",40,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Lat Pulldown (Machine)",,"Single arm",2,"normal",40,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",12.5,10,,,
"Evening workout 🏋️","Jul 10, 2026, 7:44 PM","Jul 10, 2026, 8:51 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",12.5,11,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Bench Press (Barbell)",,"",0,"normal",40,10,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Bench Press (Barbell)",,"",1,"normal",80,8,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Bench Press (Barbell)",,"",2,"normal",90,5,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Bench Press (Barbell)",,"",3,"normal",90,7,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Iso-Lateral Low Row",,"",0,"normal",20,12,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Iso-Lateral Low Row",,"",1,"normal",20,13,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Lateral Raise (Cable)",,"",1,"normal",10,15,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Lateral Raise (Cable)",,"",2,"normal",5,15,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Hanging Knee Raise",,"",0,"normal",,10,,,
"Morning workout ☀️","Jul 8, 2026, 7:32 AM","Jul 8, 2026, 8:12 AM","","Hanging Knee Raise",,"",1,"normal",,17,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Bench Press (Barbell)",,"",0,"normal",40,6,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Bench Press (Barbell)",,"",1,"normal",90,6,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Bench Press (Barbell)",,"",2,"normal",90,7,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Bench Press (Barbell)",,"",3,"normal",90,7,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Lateral Raise (Cable)",,"",0,"normal",10,10,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Lateral Raise (Cable)",,"",1,"normal",5,15,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Lateral Raise (Cable)",,"",2,"normal",5,15,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Lateral Raise (Cable)",,"",3,"normal",10,10,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,7,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,6,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Face Pull",,"",0,"normal",30,10,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Face Pull",,"",1,"normal",30,15,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Face Pull",,"",2,"normal",35,12,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Butterfly (Pec Deck)",,"",0,"normal",40,8,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Butterfly (Pec Deck)",,"",1,"normal",60,10,,,
"Morning workout ☀️","Jul 6, 2026, 6:30 AM","Jul 6, 2026, 7:48 AM","","Butterfly (Pec Deck)",,"",2,"normal",60,8,,,
"Pull ups","Sep 8, 2025, 6:01 PM","Sep 8, 2025, 6:01 PM","","Pull Up",,"",0,"normal",,8,,,
"Pull ups","Sep 8, 2025, 6:01 PM","Sep 8, 2025, 6:01 PM","","Pull Up",,"",1,"normal",,8,,,
"Pull ups","Sep 8, 2025, 6:01 PM","Sep 8, 2025, 6:01 PM","","Pull Up",,"",2,"normal",,8,,,
